# Log file for: designs/6502_mapped.json
# Configuration: {'alpha': 0.99, 'moves': 600, 't_final': 0.001, '_use_greedy_placement': True, '_greedy_placement': 'build/6502/greedy/6502_placement.json'}
# Start time: 2025-11-23T09:50:06.258030
# Command: /home/mohab/Downloads/work/venv/bin/python placer.py --design designs/6502_mapped.json --fabric-cells fabric/fabric_cells.yaml --pins fabric/pins.yaml --output build/6502/sa_alpha0.99_moves600_Tfinal0.001 --sa-alpha 0.99 --sa-moves 600 --sa-T-final 0.001 --initial-placement build/6502/greedy/6502_placement.json --seed 1368867414
================================================================================

Random seed set to: 1368867414
Loading initial placement from: build/6502/greedy/6502_placement.json

============================================================
Simulated Annealing Optimization
============================================================
Initial HPWL: 431210.20 um
Initial Temperature: 4312102000.00
Cooling Rate (alpha): 0.99
Moves per Temperature: 600
Final Temperature: 0.001
Initial Window Size: 501.80 um
Window Cooling Rate (beta): 0.98
Move Probabilities: Refine=70.0%, Explore=30.0%
============================================================

T=4312102000.00 | W=501.8um | Current HPWL=587523.74 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 26/600 (4.3%) | Refine: 413/413 (100.0%) | Explore: 187/187 (100.0%)
T=156423947.84 | W=100.4um | Current HPWL=1565390.87 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 153/600 (25.5%) | Refine: 138723/138723 (100.0%) | Explore: 59877/59877 (100.0%)
T=141467014.53 | W=100.4um | Current HPWL=1575266.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/600 (21.3%) | Refine: 142926/142926 (100.0%) | Explore: 61674/61674 (100.0%)
T=127940232.14 | W=100.4um | Current HPWL=1577267.82 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 141/600 (23.5%) | Refine: 147124/147124 (100.0%) | Explore: 63476/63476 (100.0%)
T=115706852.62 | W=100.4um | Current HPWL=1573684.62 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/600 (21.3%) | Refine: 151324/151324 (100.0%) | Explore: 65276/65276 (100.0%)
T=104643203.47 | W=100.4um | Current HPWL=1599336.00 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 155506/155506 (100.0%) | Explore: 67094/67094 (100.0%)
T=94637437.49 | W=100.4um | Current HPWL=1601350.78 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 159725/159725 (100.0%) | Explore: 68875/68875 (100.0%)
T=85588402.09 | W=100.4um | Current HPWL=1600127.59 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 163957/163957 (100.0%) | Explore: 70643/70643 (100.0%)
T=77404616.68 | W=100.4um | Current HPWL=1607912.77 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 168160/168160 (100.0%) | Explore: 72440/72440 (100.0%)
T=70003347.85 | W=100.4um | Current HPWL=1601637.06 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 172344/172344 (100.0%) | Explore: 74256/74256 (100.0%)
T=63309772.98 | W=100.4um | Current HPWL=1610115.05 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 145/600 (24.2%) | Refine: 176511/176511 (100.0%) | Explore: 76089/76089 (100.0%)
T=57256223.86 | W=100.4um | Current HPWL=1616277.95 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 180715/180715 (100.0%) | Explore: 77885/77885 (100.0%)
T=51781502.54 | W=100.4um | Current HPWL=1632783.23 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 122/600 (20.3%) | Refine: 184928/184928 (100.0%) | Explore: 79672/79672 (100.0%)
T=46830262.71 | W=100.4um | Current HPWL=1619592.54 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 135/600 (22.5%) | Refine: 189198/189198 (100.0%) | Explore: 81402/81402 (100.0%)
T=42352450.17 | W=100.4um | Current HPWL=1645586.75 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 150/600 (25.0%) | Refine: 193354/193354 (100.0%) | Explore: 83246/83246 (100.0%)
T=38302796.76 | W=100.4um | Current HPWL=1631725.59 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 141/600 (23.5%) | Refine: 197585/197585 (100.0%) | Explore: 85015/85015 (100.0%)
T=34640362.82 | W=100.4um | Current HPWL=1635405.00 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 121/600 (20.2%) | Refine: 201761/201761 (100.0%) | Explore: 86839/86839 (100.0%)
T=31328123.20 | W=100.4um | Current HPWL=1630130.99 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 146/600 (24.3%) | Refine: 206011/206011 (100.0%) | Explore: 88589/88589 (100.0%)
T=28332593.07 | W=100.4um | Current HPWL=1628038.52 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 139/600 (23.2%) | Refine: 210189/210189 (100.0%) | Explore: 90411/90411 (100.0%)
T=25623489.31 | W=100.4um | Current HPWL=1635681.46 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 136/600 (22.7%) | Refine: 214399/214399 (100.0%) | Explore: 92201/92201 (100.0%)
T=23173424.43 | W=100.4um | Current HPWL=1658827.42 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 141/600 (23.5%) | Refine: 218674/218674 (100.0%) | Explore: 93926/93926 (100.0%)
T=20957629.67 | W=100.4um | Current HPWL=1650453.64 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 132/600 (22.0%) | Refine: 222864/222864 (100.0%) | Explore: 95736/95736 (100.0%)
T=18953704.61 | W=100.4um | Current HPWL=1663867.25 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 227109/227109 (100.0%) | Explore: 97491/97491 (100.0%)
T=17141390.70 | W=100.4um | Current HPWL=1641005.57 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/600 (24.0%) | Refine: 231265/231265 (100.0%) | Explore: 99335/99335 (100.0%)
T=15502366.49 | W=100.4um | Current HPWL=1657417.11 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 132/600 (22.0%) | Refine: 235461/235461 (100.0%) | Explore: 101139/101139 (100.0%)
T=14020062.38 | W=100.4um | Current HPWL=1654649.76 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 143/600 (23.8%) | Refine: 239697/239697 (100.0%) | Explore: 102903/102903 (100.0%)
T=12679493.10 | W=100.4um | Current HPWL=1642183.07 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 132/600 (22.0%) | Refine: 243874/243874 (100.0%) | Explore: 104726/104726 (100.0%)
T=11467106.28 | W=100.4um | Current HPWL=1677000.60 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 248105/248105 (100.0%) | Explore: 106495/106495 (100.0%)
T=10370645.38 | W=100.4um | Current HPWL=1648654.61 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 129/600 (21.5%) | Refine: 252268/252268 (100.0%) | Explore: 108332/108332 (100.0%)
T=9379025.78 | W=100.4um | Current HPWL=1653887.21 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 150/600 (25.0%) | Refine: 256458/256458 (100.0%) | Explore: 110142/110142 (100.0%)
T=8482222.80 | W=100.4um | Current HPWL=1668378.74 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 140/600 (23.3%) | Refine: 260670/260670 (100.0%) | Explore: 111930/111930 (100.0%)
T=7671170.26 | W=100.4um | Current HPWL=1656598.37 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 264842/264842 (100.0%) | Explore: 113758/113758 (100.0%)
T=6937668.87 | W=100.4um | Current HPWL=1658739.10 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 127/600 (21.2%) | Refine: 268979/268979 (100.0%) | Explore: 115621/115621 (100.0%)
T=6274303.37 | W=100.4um | Current HPWL=1695496.87 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 158/600 (26.3%) | Refine: 273121/273121 (100.0%) | Explore: 117479/117479 (100.0%)
T=5674367.50 | W=100.4um | Current HPWL=1677071.22 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 147/600 (24.5%) | Refine: 277336/277336 (100.0%) | Explore: 119264/119264 (100.0%)
T=5131796.26 | W=100.4um | Current HPWL=1699486.86 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 130/600 (21.7%) | Refine: 281530/281530 (100.0%) | Explore: 121070/121070 (100.0%)
T=4641104.55 | W=100.4um | Current HPWL=1692769.09 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 285751/285751 (100.0%) | Explore: 122849/122849 (100.0%)
T=4197331.76 | W=100.4um | Current HPWL=1701020.02 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 113/600 (18.8%) | Refine: 289935/289935 (100.0%) | Explore: 124665/124665 (100.0%)
T=3795991.61 | W=100.4um | Current HPWL=1704473.67 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/600 (21.3%) | Refine: 294141/294141 (100.0%) | Explore: 126459/126459 (100.0%)
T=3433026.77 | W=100.4um | Current HPWL=1708920.43 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 125/600 (20.8%) | Refine: 298377/298377 (100.0%) | Explore: 128223/128223 (100.0%)
T=3104767.87 | W=100.4um | Current HPWL=1709731.51 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 134/600 (22.3%) | Refine: 302586/302586 (100.0%) | Explore: 130014/130014 (100.0%)
T=2807896.41 | W=100.4um | Current HPWL=1722515.72 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 133/600 (22.2%) | Refine: 306839/306839 (100.0%) | Explore: 131761/131761 (100.0%)
T=2539411.18 | W=100.4um | Current HPWL=1733618.38 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 135/600 (22.5%) | Refine: 311039/311040 (100.0%) | Explore: 133560/133560 (100.0%)
T=2296597.95 | W=100.4um | Current HPWL=1724771.20 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 129/600 (21.5%) | Refine: 315205/315206 (100.0%) | Explore: 135394/135394 (100.0%)
T=2077002.02 | W=100.4um | Current HPWL=1730001.73 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 127/600 (21.2%) | Refine: 319391/319392 (100.0%) | Explore: 137208/137208 (100.0%)
T=1878403.40 | W=100.4um | Current HPWL=1727399.23 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 134/600 (22.3%) | Refine: 323603/323604 (100.0%) | Explore: 138996/138996 (100.0%)
T=1698794.36 | W=100.4um | Current HPWL=1740250.72 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 156/600 (26.0%) | Refine: 327788/327789 (100.0%) | Explore: 140811/140811 (100.0%)
T=1536359.17 | W=100.4um | Current HPWL=1754679.94 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 148/600 (24.7%) | Refine: 331967/331969 (100.0%) | Explore: 142631/142631 (100.0%)
T=1389455.70 | W=100.4um | Current HPWL=1747665.41 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 136/600 (22.7%) | Refine: 336216/336218 (100.0%) | Explore: 144381/144382 (100.0%)
T=1256598.82 | W=100.4um | Current HPWL=1718740.09 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 340403/340405 (100.0%) | Explore: 146194/146195 (100.0%)
T=1136445.45 | W=100.4um | Current HPWL=1737351.39 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/600 (24.0%) | Refine: 344526/344529 (100.0%) | Explore: 148070/148071 (100.0%)
T=1027780.90 | W=100.4um | Current HPWL=1735717.50 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/600 (24.0%) | Refine: 348763/348766 (100.0%) | Explore: 149833/149834 (100.0%)
T=929506.62 | W=100.4um | Current HPWL=1729361.04 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 139/600 (23.2%) | Refine: 352953/352956 (100.0%) | Explore: 151643/151644 (100.0%)
T=840629.13 | W=100.4um | Current HPWL=1747931.50 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 118/600 (19.7%) | Refine: 357151/357154 (100.0%) | Explore: 153445/153446 (100.0%)
T=760249.91 | W=100.4um | Current HPWL=1746552.77 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 164/600 (27.3%) | Refine: 361302/361305 (100.0%) | Explore: 155294/155295 (100.0%)
T=687556.39 | W=100.4um | Current HPWL=1757075.30 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 150/600 (25.0%) | Refine: 365460/365463 (100.0%) | Explore: 157136/157137 (100.0%)
T=621813.68 | W=100.4um | Current HPWL=1754705.43 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 139/600 (23.2%) | Refine: 369662/369666 (100.0%) | Explore: 158933/158934 (100.0%)
T=562357.14 | W=100.4um | Current HPWL=1755372.38 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 128/600 (21.3%) | Refine: 373849/373854 (100.0%) | Explore: 160745/160746 (100.0%)
T=508585.72 | W=100.4um | Current HPWL=1738445.21 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 160/600 (26.7%) | Refine: 377993/378000 (100.0%) | Explore: 162599/162600 (100.0%)
T=459955.81 | W=100.4um | Current HPWL=1763951.97 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 136/600 (22.7%) | Refine: 382147/382155 (100.0%) | Explore: 164444/164445 (100.0%)
T=415975.79 | W=100.4um | Current HPWL=1784070.93 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 138/600 (23.0%) | Refine: 386348/386356 (100.0%) | Explore: 166243/166244 (100.0%)
T=376201.05 | W=100.4um | Current HPWL=1756841.73 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 146/600 (24.3%) | Refine: 390488/390498 (100.0%) | Explore: 168101/168102 (100.0%)
T=340229.48 | W=100.4um | Current HPWL=1759821.60 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 394664/394675 (100.0%) | Explore: 169924/169925 (100.0%)
T=307697.45 | W=100.4um | Current HPWL=1785465.08 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 130/600 (21.7%) | Refine: 398845/398856 (100.0%) | Explore: 171742/171744 (100.0%)
T=278276.06 | W=100.4um | Current HPWL=1769959.70 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 144/600 (24.0%) | Refine: 403021/403032 (100.0%) | Explore: 173566/173568 (100.0%)
T=251667.88 | W=100.4um | Current HPWL=1764022.56 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 138/600 (23.0%) | Refine: 407200/407213 (100.0%) | Explore: 175385/175387 (100.0%)
T=227603.92 | W=100.4um | Current HPWL=1776999.17 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 130/600 (21.7%) | Refine: 411338/411351 (100.0%) | Explore: 177247/177249 (100.0%)
T=205840.90 | W=100.4um | Current HPWL=1777574.86 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 161/600 (26.8%) | Refine: 415601/415615 (100.0%) | Explore: 178983/178985 (100.0%)
T=186158.82 | W=100.4um | Current HPWL=1753804.92 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 151/600 (25.2%) | Refine: 419811/419826 (100.0%) | Explore: 180772/180774 (100.0%)
T=168358.70 | W=100.4um | Current HPWL=1783612.83 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 139/600 (23.2%) | Refine: 424005/424022 (100.0%) | Explore: 182576/182578 (100.0%)
T=152260.59 | W=100.4um | Current HPWL=1774368.59 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 129/600 (21.5%) | Refine: 428221/428241 (100.0%) | Explore: 184357/184359 (100.0%)
T=137701.75 | W=100.4um | Current HPWL=1762872.53 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 143/600 (23.8%) | Refine: 432391/432413 (100.0%) | Explore: 186184/186187 (100.0%)
T=124534.99 | W=100.4um | Current HPWL=1769197.93 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 150/600 (25.0%) | Refine: 436572/436595 (100.0%) | Explore: 188002/188005 (100.0%)
T=112627.22 | W=100.4um | Current HPWL=1763136.73 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 146/600 (24.3%) | Refine: 440727/440751 (100.0%) | Explore: 189846/189849 (100.0%)
T=101858.04 | W=100.4um | Current HPWL=1762972.58 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 134/600 (22.3%) | Refine: 444966/444992 (100.0%) | Explore: 191605/191608 (100.0%)
T=92118.58 | W=100.4um | Current HPWL=1776706.90 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 153/600 (25.5%) | Refine: 449205/449233 (100.0%) | Explore: 193364/193367 (100.0%)
T=83310.39 | W=100.4um | Current HPWL=1785162.55 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 144/600 (24.0%) | Refine: 453416/453450 (100.0%) | Explore: 195147/195150 (100.0%)
T=75344.43 | W=100.4um | Current HPWL=1797395.58 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 137/600 (22.8%) | Refine: 457614/457652 (100.0%) | Explore: 196945/196948 (100.0%)
T=68140.15 | W=100.4um | Current HPWL=1780650.57 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 145/600 (24.2%) | Refine: 461840/461879 (100.0%) | Explore: 198717/198721 (100.0%)
T=61624.73 | W=100.4um | Current HPWL=1776844.55 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 130/600 (21.7%) | Refine: 466049/466093 (100.0%) | Explore: 200502/200507 (100.0%)
T=55732.30 | W=100.4um | Current HPWL=1757149.85 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 151/600 (25.2%) | Refine: 470244/470291 (100.0%) | Explore: 202304/202309 (100.0%)
T=50403.29 | W=100.4um | Current HPWL=1766825.72 um | Best HPWL=431210.20 um | Accept Rate=100.0% | Improvements: 134/600 (22.3%) | Refine: 474436/474489 (100.0%) | Explore: 204106/204111 (100.0%)
T=45583.84 | W=100.4um | Current HPWL=1808990.31 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 127/600 (21.2%) | Refine: 478639/478699 (100.0%) | Explore: 205894/205901 (100.0%)
T=41225.20 | W=100.4um | Current HPWL=1794277.52 um | Best HPWL=431210.20 um | Accept Rate=99.7% | Improvements: 123/600 (20.5%) | Refine: 482779/482847 (100.0%) | Explore: 207745/207753 (100.0%)
T=37283.34 | W=100.4um | Current HPWL=1789406.02 um | Best HPWL=431210.20 um | Accept Rate=99.8% | Improvements: 136/600 (22.7%) | Refine: 486955/487030 (100.0%) | Explore: 209560/209570 (100.0%)
